Path,Source size,Source size human,Vertex count,Triangle count,Submesh count,Material count,Blend shapes,Animation clips,Read/Write status,Mesh compression,Imported cameras,Imported lights,Referencing scenes/prefabs,Collider type,MeshCollider usage,Duplicated model hints,LOD existence,Hidden/unused geometry,Embedded oversized textures,GLB chunk details,Recommended action,Risk level
Assets/Furniture Mega Pack/FBX/Sofa/Sofa28.fbx,169228,165.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa28.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Drawer/Drawer31.fbx,167884,163.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Drawers/Drawer31.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Table/Table25.fbx,167388,163.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Tables/Table25.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Table/Table12.fbx,167148,163.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Tables/Table12.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Drawer/Drawer32.fbx,166076,162.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Drawers/Drawer32.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/DevDen Arch Viz Scotland/Models/Bathroom/washingmachine.FBX,164907,161.0 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Bathroom/Washingmachine-1.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/DevDen Arch Viz Scotland/Models/Dining Room/Cutlery.obj,164843,161.0 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Dining Room/Cutlery_Set.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Drawer/Drawer28.fbx,164460,160.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Drawers/Drawer28.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Drawer/Drawer27.fbx,164460,160.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Drawers/Drawer27.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_table_seat_set.fbx,164368,160.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_table_seat_set.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/DevDen Arch Viz Scotland/Models/Bathroom/toilet.FBX,164059,160.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Bathroom/Toilet-Sink.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/CabinetAset.fbx,163356,159.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetA01.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetA02.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetA03.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetA04.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetA05.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetA06.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetA07.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetACorner01.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetACorner02.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetA_Sink.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Chair/Chair03.fbx,158524,154.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Chairs/Chair03.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/GasStove07.fbx,155868,152.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/GasStove07.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_flowerpot_01.fbx,153984,150.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_flowerpot_01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_flowerpot_07.fbx,153984,150.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_flowerpot_07.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Chair/Chair05.fbx,152604,149.0 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Chairs/Chair05.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/DevDen Arch Viz Scotland/Models/Bed Room/bedsider.fbx,152344,148.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Bed Room/bedsider.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven03.fbx,151820,148.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenOven03.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/DevDen Arch Viz Scotland/Models/Study Room/Pen.FBX,151056,147.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Study Room/Pen.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bathroom/Toilet04.fbx,150604,147.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Bathroom/Toilet04.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Sofa/Sofa29.fbx,149500,146.0 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa29.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/DevDen Arch Viz Scotland/Models/Balcony/balcony_table.fbx,148356,144.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/BH_XR_MainScene.unity; Assets/DevDen Arch Viz Scotland/Prefabs/Balcony/Balcony_table.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin06.fbx,148284,144.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Bathroom/WashBasin06.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_flowerpot_04.fbx,147904,144.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/BCaT_assets/HOMED/Prefabs/HOMED.prefab; Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_flowerpot_04.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_flowerpot_09.fbx,147904,144.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_flowerpot_09.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/CabinetGset.fbx,147100,143.7 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG01.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG02.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG03.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG04.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG05.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG06.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG07.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetGCorner01.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetGCorner02.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG_Sink.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/Sink05.fbx,145004,141.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/Sink05.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/CabinetEset.fbx,144940,141.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE01.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE02.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE03.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE04.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE05.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE06.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE07.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetECorner01.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetECorner02.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE_Sink.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/CabinetDset.fbx,144908,141.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD01.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD02.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD03.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD04.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD05.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD06.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD07.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetDCorner01.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetDCorner02.prefab; Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD_Sink.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
