path	sizeBytes	category	gitTracked	evidence
Assets/DevDen Arch Viz Scotland/Models/Dining Room/dinning_table.fbx	44861	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Environment/archviz.fbx	259296	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Kettle.fbx	53008	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/Chopboard_mat.mat	3798	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/Knife_Holder_mat.mat	3801	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/Mug_Holder_mat.mat	3799	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/No Name.mat	3780	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/drainer.mat	3793	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/knives.mat	3792	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/TOASTER.obj	83712	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/chopping-board.fbx	29568	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/coffeemachine.FBX	575639	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/dish-rack.fbx	42924	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/frifge.fbx	34352	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/induction-hob.fbx	14988	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/kitchen_2.fbx	141968	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/kitchen_bottom.fbx	531328	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/kitchen_top.fbx	345824	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/kitchen_top_piece.fbx	22624	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/knife-block.fbx	24784	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/knife1.fbx	20892	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/knife2.fbx	19724	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
